watershed_group_code,watershed_general,aggregated_crossings_id,modelled_crossing_id,stream_crossing_id,barrier_status,pscis_status,pscis_road_name,rail_track_name,rail_operator_english_name,pscis_stream_name,gnis_stream_name,stream_order,stream_order_parent,rail_barriers_dnstr,rail_barriers_dnstr_count,barriers_anthropogenic_dnstr_count,barriers_anthropogenic_upstr_count,barriers_anthropogenic_upstr_accessible_count,barriers_anthropogenic_upstr_spawningrearing_count,barriers_anthropogenic_upstr_spawningrearing_rail_count,barriers_ch_cm_co_pk_sk_dnstr,ch_cm_co_pk_sk_network_km,barriers_st_dnstr,st_network_km,ch_spawning_km,ch_rearing_km,cm_spawning_km,co_spawning_km,co_rearing_km,pk_spawning_km,sk_spawning_km,sk_rearing_km,st_spawning_km,st_rearing_km,all_spawningrearing_km,all_spawningrearing_belowupstrbarriers_km,ch_cm_co_pk_sk_network_km_dnstr,st_network_km_dnstr,ch_spawning_km_dnstr,ch_rearing_km_dnstr,cm_spawning_km_dnstr,co_spawning_km_dnstr,co_rearing_km_dnstr,pk_spawning_km_dnstr,sk_spawning_km_dnstr,sk_rearing_km_dnstr,st_spawning_km_dnstr,st_rearing_km_dnstr,all_spawningrearing_km_dnstr
ALBN,COASTAL,1000206253,206253,,POTENTIAL,,,None,Southern Railway of Vancouver Island,,,1,2,,,9,3,0,0,0,{260130000582},0,{},0.09,0,0,0,0,0,0,0,0,0,0,0,0,7.01,7.55,3.09,3.34,4.609999999999999,4.29,5.92,0,0,0,3.09,4.609999999999999,6.24
ALBN,COASTAL,1000206261,206261,,POTENTIAL,,,None,Southern Railway of Vancouver Island,,,1,2,,,9,1,0,0,0,{},0.16,{},0.23,0,0,0,0,0,0,0,0,0,0,0,0,7.02,7.01,3.09,3.34,4.61,4.290000000000001,5.919999999999999,0,0,0,3.09,4.61,6.239999999999999
BULK,SKEENA,1001805466,1805466,,POTENTIAL,,,None,Canadian National,,,1,6,,,,3,3,0,0,{62971150000153},0,{},2.24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805467,1805467,,POTENTIAL,,,None,Canadian National,,,1,6,,,,3,3,0,0,{},0.34,{},1.21,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805471,1805471,,POTENTIAL,,,Roberts Creek Siding,Canadian National,,,1,8,,,,1,1,0,0,{},0.1,{},0.38,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805472,1805472,,POTENTIAL,,,Roberts Creek Siding,Canadian National,,,1,8,,,,1,0,0,0,{},0.56,{},0.56,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805473,1805473,,POTENTIAL,,,None,Canadian National,,,2,,,,,1,1,0,0,{},5.13,{},6.19,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805474,1805474,,POTENTIAL,,,None,Canadian National,,,3,,,,,5,5,0,0,{},4.29,{},8.49,0,0,0,0,0.56,0,0,0,0,2.18,2.18,2.18,,,,,,,,,,,,,
BULK,SKEENA,1001805475,1805475,,POTENTIAL,,,None,Canadian National,,,1,8,,,,,0,0,0,{},0.44,{},0.44,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805476,1805476,,POTENTIAL,,,None,Canadian National,,,1,8,,,,1,1,0,0,{},0.34,{},0.34,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805477,1805477,,POTENTIAL,,,None,Canadian National,,,1,8,,,,,0,0,0,{},0,{},0.01,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805478,1805478,,POTENTIAL,,,None,Canadian National,,,2,,,,,3,3,0,0,{},2.24,{},2.24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805479,1805479,,POTENTIAL,,,None,Canadian National,,,3,8,,,,11,10,0,0,{},12.63,{},15.39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805480,1805480,,POTENTIAL,,,None,Canadian National,,,2,8,,,,7,4,0,0,{},5.72,{},5.98,0,0,0,0,0.645,0,0,0,0,0,0.645,0.65,,,,,,,,,,,,,
BULK,SKEENA,1001805481,1805481,,POTENTIAL,,,None,Canadian National,,,3,8,,,,12,9,1,0,{},7.02,{},10.59,0,0,0,0,1.22,0,0,0,0,1.5,1.5,1.13,,,,,,,,,,,,,
BULK,SKEENA,1001805482,1805482,,POTENTIAL,,,None,Canadian National,,Chicken Lake Creek,2,4,,,3,7,5,2,1,{},2.07,{},2.27,0,0,0,0,0.76,0,0,0,0,0.76,0.76,0.01,4.71,4.71,0.11,1.78,0,1.77,3.42,1.78,0,0,1.05,3.73,3.73
BULK,SKEENA,1001805484,1805484,,POTENTIAL,,,None,Canadian National,,,3,4,,,1,15,4,2,0,{},2.48,{},3.78,0,0,0,0,1.83,0,0,0,0,1.83,1.83,0.59,1.92,1.92,0,0,0,0,1.21,0,0,0,0,0.99,1.21
BULK,SKEENA,1001805485,1805485,,POTENTIAL,,,None,Canadian National,,,3,8,,,1,,0,0,0,{},3.58,{},4.49,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0.77,0,0,0,0,0,0,0,0,0,0,0
BULK,SKEENA,1001805486,1805486,,POTENTIAL,,,None,Canadian National,,,1,8,,,1,,0,0,0,{},0.42,{},0.42,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0
BULK,SKEENA,1001805489,1805489,,POTENTIAL,,,None,Canadian National,,,1,6,,,,1,1,0,0,{},0.79,{},0.79,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805491,1805491,,POTENTIAL,,,None,Canadian National,,,2,8,,,2,4,2,0,0,{},0.74,{},2.53,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.98,0.98,0,0,0,0,0,0,0,0,0,0.86,0.86
BULK,SKEENA,1001805492,1805492,,POTENTIAL,,,None,Canadian National,,,1,2,,,1,1,0,0,0,{},0.27,{},0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0.87,0,0,0,0,0,0,0,0,0,0.75,0.75
BULK,SKEENA,1001805495,1805495,,POTENTIAL,,,None,Canadian National,,,1,2,,,2,2,2,0,0,{},0.68,{},0.68,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0.66,0,0,0,0,0,0,0,0,0,0,0
BULK,SKEENA,1001805497,1805497,,POTENTIAL,,,None,Canadian National,,,3,5,,,1,21,20,1,0,{},14.04,{},16.84,0,0,0,0,2.61,0,0,0,0,2.61,2.61,0.04,29.22,32.97,6.88,7.82,0,13.43,23.4,9.7,0,0,7.52,17.01,23.89
BULK,SKEENA,1001805501,1805501,,POTENTIAL,,,None,Canadian National,,,2,6,,,,1,1,0,0,{},1.92,{},1.92,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805504,1805504,,POTENTIAL,,,None,Canadian National,,Atrill Creek,3,8,,,,7,7,0,0,{},8.51,{},10.3,0,0,0,0,0,0,0,0,0,0.14,0.14,0.14,,,,,,,,,,,,,
BULK,SKEENA,1001805506,1805506,,POTENTIAL,,,None,Canadian National,,,3,8,,,1,1,0,0,0,{},2.83,{},2.92,0,0,0,0,1.235,0,0,0,0,1.23,1.615,1.62,0.53,0.53,0,0,0,0,0.54,0,0,0,0,0.41,0.54
BULK,SKEENA,1001805508,1805508,,POTENTIAL,,,None,Canadian National,,Mathews Creek,3,8,,,,7,3,1,0,{},11,{},12.35,0,0,0,0,0.87,0,0,0,0,0.88,1.12,0.88,,,,,,,,,,,,,
BULK,SKEENA,1001805510,1805510,,POTENTIAL,,,None,Canadian National,,Powers Creek,3,8,,,,28,11,1,0,{},8.04,{},9.03,0,0,0,0,0.74,0,0,0,0,0.77,0.77,0.72,,,,,,,,,,,,,
BULK,SKEENA,1001805511,1805511,,POTENTIAL,,,None,Canadian National,,,1,8,,,,,0,0,0,{},1.28,{},1.28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805526,1805526,,POTENTIAL,,,None,Canadian National,,,1,6,,,,1,1,0,0,{},0.48,{},1.89,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805527,1805527,,POTENTIAL,,,None,Canadian National,,,1,6,,,,,0,0,0,{},0.32,{},0.34,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805528,1805528,,POTENTIAL,,,None,Canadian National,,,1,6,,,,,0,0,0,{},0.41,{},0.41,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805533,1805533,,POTENTIAL,,,None,Canadian National,,,1,6,,,,1,1,0,0,{},0.38,{},0.63,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805534,1805534,,POTENTIAL,,,None,Canadian National,,,1,6,,,,2,0,0,0,{},0.14,{},0.16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805535,1805535,,POTENTIAL,,,None,Canadian National,,,1,6,,,,,0,0,0,{},0.32,{},0.32,0,0,0,0,0.03,0,0,0,0,0,0.03,0.03,,,,,,,,,,,,,
BULK,SKEENA,1001805536,1805536,,POTENTIAL,,,None,Canadian National,,,1,6,,,,,0,0,0,{},0.35,{},0.35,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805537,1805537,,POTENTIAL,,,None,Canadian National,,,1,6,,,1,4,4,0,0,{},2.52,{},2.52,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0
BULK,SKEENA,1001805538,1805538,,POTENTIAL,,,None,Canadian National,,,1,5,,,,1,1,0,0,{},0.09,{},0.89,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805539,1805539,,POTENTIAL,,,None,Canadian National,,Wiggins Creek,2,6,,,,8,8,3,0,{},6.62,{},8.26,0,0,0,0,0.8699999999999999,0,0,0,0,0,0.8699999999999999,0,,,,,,,,,,,,,
BULK,SKEENA,1001805540,1805540,,POTENTIAL,,,None,Canadian National,,,1,6,,,,3,3,0,0,{},3.04,{},3.04,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805541,1805541,,POTENTIAL,,,None,Canadian National,,,1,5,,,,2,2,0,0,{},1.45,{},1.45,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805542,1805542,,POTENTIAL,,,None,Canadian National,,,1,6,,,,,0,0,0,{},0.05,{},0.39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805544,1805544,,POTENTIAL,,,None,Canadian National,,,2,4,,,1,6,4,1,0,{},1.29,{},1.63,0,0,0,0,0.46499999999999997,0,0,0,0,0.98,1.115,0.62,4.55,4.56,0.11,1.78,0,1.77,3.27,1.78,0,0,1.05,3.58,3.58
BULK,SKEENA,1001805546,1805546,,POTENTIAL,,,None,Canadian National,,,1,3,,,4,,0,0,0,{},0.45,{},0.45,0,0,0,0,0,0,0,0,0,0,0,0,12.440000000000001,12.46,0.11,2.38,0,3.09,6.35,2.22,0,0,1.05,4.18,6.66
BULK,SKEENA,1001805547,1805547,,POTENTIAL,,,None,Canadian National,,,1,2,{1001805548},1,4,,0,0,0,{},0.38,{},0.38,0,0,0,0,0.165,0,0,0,0,0,0.165,0.165,34.47,38.22,6.88,7.82,0,13.43,26.419999999999998,9.7,0,0,7.52,19.040000000000003,28.060000000000002
BULK,SKEENA,1001805548,1805548,,POTENTIAL,,,None,Canadian National,,Glass Creek,2,4,,,3,1,1,1,1,{},3.69,{},3.69,0,0,0,0,2.13,0,0,0,0,0.48,2.62,2.46,31.16,34.91,6.88,7.82,0,13.43,24.45,9.7,0,0,7.52,18.56,25.599999999999998
BULK,SKEENA,1001805550,1805550,,POTENTIAL,,,None,Canadian National,,Kathlyn Creek,3,8,,,3,8,3,1,0,{},5.56,{},7.51,0,0,0,0,2.3899999999999997,0,0,0,0,0,2.3899999999999997,1.16,12.280000000000001,12.3,0.11,2.38,0,3.09,6.35,2.22,0,0,1.05,4.18,6.66
BULK,SKEENA,1001805552,1805552,,POTENTIAL,,,None,Canadian National,,,1,4,,,1,,0,0,0,{},1.78,{},1.78,0,0,0,0,0,0,0,0,0,0,0,0,29.22,32.97,6.88,7.82,0,13.43,23.4,9.7,0,0,7.52,17.01,23.89
BULK,SKEENA,1001805554,1805554,,POTENTIAL,,,None,Canadian National,,Club Creek,2,3,,,3,4,4,2,0,{},4.39,{},4.6,0,0,0,0,0.6900000000000001,0,0,0,0,0,0.6900000000000001,0,12.280000000000001,12.3,0.11,2.38,0,3.09,6.35,2.22,0,0,1.05,4.18,6.66
BULK,SKEENA,1001805556,1805556,,POTENTIAL,,,None,Canadian National,,,1,2,,,,2,2,0,0,{},0.55,{},0.69,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805557,1805557,,POTENTIAL,,,None,Canadian National,,,2,6,,,,1,1,0,0,{},1.79,{},1.92,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805558,1805558,,POTENTIAL,,,None,Canadian National,,Henry Creek,3,6,,,,24,24,5,0,{},25.73,{},28.12,0,0,0,0,3.46,0,0,0,0,5.9,5.9,0.06,,,,,,,,,,,,,
BULK,SKEENA,1001805559,1805559,,POTENTIAL,,,None,Canadian National,,,2,6,,,,7,5,2,0,{},4.56,{},6.11,0,0,0,0,0,0,0,0,0,1.42,1.42,0.76,,,,,,,,,,,,,
BULK,SKEENA,1001805560,1805560,,POTENTIAL,,,None,Canadian National,,,2,6,,,,4,2,0,0,{},2.06,{},2.16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805561,1805561,,POTENTIAL,,,None,Canadian National,,Raspberry Creek,4,6,,,,28,3,2,0,{},1.34,{},2.65,0,0,0,0,0.72,0,0,0,0,1.34,1.34,0.48,,,,,,,,,,,,,
BULK,SKEENA,1001805562,1805562,,POTENTIAL,,,None,Canadian National,,,2,6,,,,16,6,0,0,{},4.5,{},4.61,0,0,0,0,0,0,0,0,0,0.63,0.63,0.63,,,,,,,,,,,,,
BULK,SKEENA,1001805563,1805563,,POTENTIAL,,,None,Canadian National,,,3,6,,,,15,14,3,0,{},13.29,{},15.13,0,0,0,0,1.81,0,0,0,0,2.25,2.25,0.36,,,,,,,,,,,,,
BULK,SKEENA,1001805564,1805564,,POTENTIAL,,,None,Canadian National,,,1,6,,,,,0,0,0,{},1.29,{},1.29,0,0,0,0,0.22499999999999998,0,0,0,0,0,0.22499999999999998,0.22499999999999998,,,,,,,,,,,,,
BULK,SKEENA,1001805572,1805572,,POTENTIAL,,,None,Canadian National,,,1,5,,,2,2,2,0,0,{},1.02,{},1.02,0,0,0,0,0,0,0,0,0,0,0,0,29.25,33,6.88,7.82,0,13.43,23.4,9.7,0,0,7.52,17.01,23.89
BULK,SKEENA,1001805575,1805575,,POTENTIAL,,,None,Canadian National,,Dahlie Creek,2,8,,,6,5,5,0,0,{},2.42,{},7.04,0,0,0,0,0,0,0,0,0,0,0,0,2.37,2.3600000000000003,0,0,0,0,0.4,0,0,0,0,0.4,0.4
BULK,SKEENA,1001805577,1805577,,POTENTIAL,,,Morice Town,Canadian National,,Graphite Creek,3,4,,,3,4,3,1,0,{},6.14,{},6.37,0,0,0,0,3.5700000000000003,0,0,0,0,0.67,3.6399999999999997,3.49,0.72,0.71,0,0,0,0,0.8200000000000001,0,0,0,0,0.49,0.8300000000000001
BULK,SKEENA,1001805586,1805586,,POTENTIAL,,,None,Canadian National,,,2,6,,,,6,4,2,0,{},1.47,{},6.57,0,0,0,0,0,0,0,0,0,3.07,3.07,0.3,,,,,,,,,,,,,
BULK,SKEENA,1001805589,1805589,,POTENTIAL,,,None,Canadian National,,,2,8,,,,6,6,0,0,{},10.84,{},10.84,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805591,1805591,,POTENTIAL,,,None,Canadian National,,McInnes Creek,3,6,,,,10,10,2,0,{},12.27,{},15.68,0,0,0,0,0.68,0,0,0,0,0.68,0.68,0.22,,,,,,,,,,,,,
BULK,SKEENA,1001805592,1805592,,POTENTIAL,,,None,Canadian National,,,2,6,,,,3,2,0,0,{},0.78,{},0.78,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805596,1805596,,POTENTIAL,,,None,Canadian National,,,4,6,,,1,17,9,0,0,{},4.87,{},7.22,0,0,0,0,1.66,0,0,0,0,1.66,1.66,1.66,0.04,0.04,0,0,0,0,0.04,0,0,0,0,0.04,0.04
BULK,SKEENA,1001805597,1805597,,POTENTIAL,,,None,Canadian National,,,2,6,,,,,0,0,0,{},0.21,{},0.27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805598,1805598,,POTENTIAL,,,None,Canadian National,,,2,6,,,,1,1,0,0,{},1.05,{},1.05,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805599,1805599,,POTENTIAL,,,None,Canadian National,,,1,6,,,2,2,1,0,0,{},0.06,{},0.1,0,0,0,0,0,0,0,0,0,0,0,0,1.18,1.18,0,0,0,0,0,0,0,0,0,0,0
BULK,SKEENA,1001805600,1805600,,POTENTIAL,,,None,Canadian National,,,2,6,,,,3,2,0,0,{},2.61,{},2.61,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805602,1805602,,POTENTIAL,,,None,Canadian National,,,1,6,,,,,0,0,0,{},1.39,{},1.39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805603,1805603,,POTENTIAL,,,None,Canadian National,,,1,3,,,,2,1,0,0,{},0.3,{},0.31,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805604,1805604,,POTENTIAL,,,None,Canadian National,,,1,4,,,1,,0,0,0,{},0.73,{},0.73,0,0,0,0,0,0,0,0,0,0,0,0,12.86,14.19,0,0,0,2.96,6.26,0,0,0,0,0.41,6.26
BULK,SKEENA,1001805605,1805605,,POTENTIAL,,,None,Canadian National,,,1,8,,,,3,3,0,0,{},0.87,{},0.87,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805607,1805607,,POTENTIAL,,,None,Canadian National,,,3,8,,,,10,6,0,0,{},9.31,{},9.59,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805609,1805609,,POTENTIAL,,,None,Canadian National,,,1,8,,,,1,1,0,0,{},0.51,{},0.51,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001805610,1805610,,POTENTIAL,,,None,Canadian National,,,1,8,,,,5,5,0,0,{65927200000048},0,{},2.94,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,1001806086,1806086,,POTENTIAL,,,None,Canadian National,,Beavery Creek,2,8,,,2,5,3,0,0,{},2.43,{},2.48,0,0,0,0,0,0,0,0,0,0,0,0,1.08,1.0899999999999999,0,0,0,0,0,0,0,0,0,0.73,0.73
BULK,SKEENA,1024742362,24742362,,POTENTIAL,,,Morice Town,Canadian National,,,2,4,,,4,9,2,2,0,{},2.59,{},2.59,0,0,0,0,2.59,0,0,0,0,2.59,2.59,0.93,0.38,0.38,0,0,0,0,0.38,0,0,0,0,0.38,0.38
BULK,SKEENA,1024742363,24742363,,POTENTIAL,,,None,Canadian National,,,1,2,,,2,2,2,0,0,{},1.44,{},1.54,0,0,0,0,0,0,0,0,0,0,0,0,1.08,1.0899999999999999,0,0,0,0,0,0,0,0,0,0.73,0.73
BULK,SKEENA,1024742364,24742364,,POTENTIAL,,,None,Canadian National,,Chicken Lake Creek,2,4,{1001805482},1,4,3,1,1,0,{},1.29,{},1.49,0,0,0,0,0.75,0,0,0,0,0.75,0.75,0.16,4.72,4.72,0.11,1.78,0,1.77,3.4299999999999997,1.78,0,0,1.05,3.7399999999999998,3.7399999999999998
BULK,SKEENA,1024742365,24742365,,POTENTIAL,,,None,Canadian National,,,1,2,{1001805482},1,4,2,2,0,0,{},0.77,{},0.77,0,0,0,0,0,0,0,0,0,0,0,0,4.72,4.72,0.11,1.78,0,1.77,3.4299999999999997,1.78,0,0,1.05,3.7399999999999998,3.7399999999999998
BULK,SKEENA,124168,1805483,124168,POTENTIAL,ASSESSED,Unamed,None,Canadian National,Tributary to Corya Creek,,1,4,,,3,2,2,0,0,{},1.28,{},1.28,0,0,0,0,0,0,0,0,0,0,0,0,1.07,1.07,0.84,0.86,0,0.87,0.87,0.87,0,0,0.87,0.87,0.87
BULK,SKEENA,124424,1805487,124424,BARRIER,ASSESSED,Railway,None,Canadian National,Tributary to Waterfall Creek,,1,2,,,2,3,3,0,0,{},1.39,{},1.39,0,0,0,0,0,0,0,0,0,0,0,0,13.76,15.09,0,0,0,2.96,6.26,0,0,0,0,0.41,6.26
BULK,SKEENA,197667,1805606,197667,BARRIER,HABITAT CONFIRMATION,CN Railway,None,Canadian National,Moan Creek,,3,8,,,,8,6,1,0,{},7.95,{},9.7,0,0,0,0,0,0,0,0,0,1.24,1.24,0.47,,,,,,,,,,,,,
BULK,SKEENA,197668,1805608,197668,BARRIER,HABITAT CONFIRMATION,CN Railway,None,Canadian National,Coffin Creek,Coffin Creek,5,8,,,,17,4,2,0,{},32.19,{},37.2,0,4.34,0,5.69,13.25,0,0,0,0,11.17,15.13,0.03,,,,,,,,,,,,,
BULK,SKEENA,197938,,197938,POTENTIAL,ASSESSED,Railway,None,Canadian National,Bulkley River Side Channel,Bulkley River,5,8,,,,79,72,10,1,{},121.11,{},145.28,4.95,5.19,0,7.03,26.625,5.19,0,0,5.19,12.18,26.645,0.18,,,,,,,,,,,,,
BULK,SKEENA,197960,24704566,197960,BARRIER,HABITAT CONFIRMATION,CN Railway,None,Canadian National,Corya Creek,Corya Creek,4,8,,,1,6,2,0,0,{},19.26,{},27.01,2.6,6.8,0,9.07,9.07,9.93,0,0,5.4,11.46,12.34,12.34,0.91,0.91,0.84,0.86,0,0.87,0.87,0.87,0,0,0.87,0.87,0.87
BULK,SKEENA,197963,1805531,197963,BARRIER,ASSESSED,Railway,None,Canadian National,Tributary to Bulkley River,,1,5,,,,1,1,0,0,{},0.49,{},1.52,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
BULK,SKEENA,197964,1805529,197964,POTENTIAL,ASSESSED,Railway,None,Canadian National,Bulkley River,Bulkley River,5,8,{197938},1,1,78,71,9,0,{},120.05,{},144.22,4.9,5.14,0,6.98,26.43,5.14,0,0,5.14,12.13,26.46,1.8,1.06,1.06,0.05,0.05,0,0.05,0.2,0.05,0,0,0.05,0.05,0.18
BULK,SKEENA,198044,1805573,198044,BARRIER,ASSESSED,Railway,None,Canadian National,Tributary to Toboggan Creek,,3,5,,,1,11,9,3,0,{},7.11,{},10.09,0,0,0,0,1.69,0,0,0,0,2.34,2.34,0.13,29.22,32.97,6.88,7.82,0,13.43,23.4,9.7,0,0,7.52,17.01,23.89
BULK,SKEENA,57927,1805493,57927,BARRIER,ASSESSED,Railway along Pope Rd,None,Canadian National,Tributary to Toboggan Creek,,1,5,,,2,,0,0,0,{},1.18,{},1.18,0,0,0,0,0,0,0,0,0,0,0,0,29.24,32.99,6.88,7.82,0,13.43,23.4,9.7,0,0,7.52,17.01,23.89
CHWK,FRASER,1002801592,2801592,,POTENTIAL,,,None,Canadian National,,,1,6,,,,2,0,0,0,{},0,{},0.02,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
CHWK,FRASER,1002801594,2801594,,POTENTIAL,,,None,Canadian National,,,1,6,,,,1,0,0,0,{21081380000090},0,{},0.02,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
CHWK,FRASER,1002801599,2801599,,POTENTIAL,,,None,Canadian Pacific,,,2,1,{1002801603},1,8,1,1,1,0,{},0.8,{},0.8,0,0,0.73,0,0.73,0,0,0,0,0.73,0.73,0.02,78.33999999999999,78.58999999999999,43.95,48.980000000000004,68.74,53.71,65.74999999999999,45.49,0,0,44.46,68.64999999999999,71.66999999999999
CHWK,FRASER,1002801600,2801600,,POTENTIAL,,,None,Canadian Pacific,,,1,1,,,4,,0,0,0,{},0.22,{},0.22,0,0,0.22,0,0,0,0,0,0,0.22,0.22,0.22,75.8,76.05,43.95,48.980000000000004,66.2,51.339999999999996,63.21,45.49,0,0,44.46,66.11,69.13
CHWK,FRASER,1002801601,2801601,,POTENTIAL,,,Siding At Rosedale,Canadian National,,Dunville Creek,3,1,,,,12,10,8,0,{},8.24,{},8.39,1.3,3.59,7.91,5.56,6.88,1.3,0,0,1.3,7.99,7.99,1.38,,,,,,,,,,,,,
CHWK,FRASER,1002801602,2801602,,POTENTIAL,,,None,Southern Railway of British Columbia,,,1,3,"{1002801603,1002801604,1002801605}",3,11,2,2,2,0,{},0.77,{},0.77,0,0,0.77,0,0.77,0,0,0,0,0.77,0.77,0.03,78.89999999999999,79.14999999999999,43.949999999999996,48.98,69.3,53.71,66.31,45.49,0,0,44.46,69.21,72.22999999999999
CHWK,FRASER,1002801603,2801603,,POTENTIAL,,,None,Southern Railway of British Columbia,,,2,3,,,7,8,8,8,4,{},2.69,{},2.69,0,0,2.62,0.39,2.62,0,0,0,0,2.62,2.62,0.56,77.78,78.03,43.95,48.980000000000004,68.18,53.31999999999999,65.19,45.49,0,0,44.46,68.09,71.11
CHWK,FRASER,1002801604,2801604,,POTENTIAL,,,None,Southern Railway of British Columbia,,,1,3,"{1002801603,1002801605}",2,10,3,3,3,1,{},1.13,{},1.13,0,0,1.13,0,1.13,0,0,0,0,1.13,1.13,0.36,78.53999999999998,78.78999999999998,43.949999999999996,48.98,68.93999999999998,53.709999999999994,65.95,45.49,0,0,44.46,68.84999999999998,71.86999999999998
CHWK,FRASER,1002801605,2801605,,POTENTIAL,,,None,Southern Railway of British Columbia,,,1,3,{1002801603},1,8,5,5,5,2,{},1.33,{},1.33,0,0,1.33,0,1.33,0,0,0,0,1.33,1.33,0.1,78.33999999999999,78.58999999999999,43.949999999999996,48.98,68.74,53.709999999999994,65.75,45.49,0,0,44.46,68.64999999999999,71.66999999999999
CHWK,FRASER,1002801606,2801606,,POTENTIAL,,,None,Southern Railway of British Columbia,,,1,2,,,2,,0,0,0,{},0.3,{},0.3,0,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,3.75,0,1.76,0,0,0,0,3.75,3.75
CHWK,FRASER,1002801607,2801607,,POTENTIAL,,,None,Southern Railway of British Columbia,,,1,1,,,2,,0,0,0,{},0.65,{},0.65,0,0,0.65,0,0.65,0,0,0,0,0.65,0.65,0.65,5.81,5.81,0,0,4,0,2.01,0,0,0,0,4,4
